,position,jobdesc,newgrad,junior,senior,url,wage
244,Account Director,"Responsible for growth, management, retention, and satisfaction of a portfolio of key accounts. Demonstrate marketing ability to lead clients strategically and tactically. Provide engagement leadership and develop strong relationships with key client contacts. Motivate, lead, and manage internal teams to develop and manage interactive marketing programs that meet clients’ business objectives.",-1,-1,110000.0,https://adecco.co.th/salary-guide/2019/00009/247#job-des,110000.0
245,Account Executive,Maintain existing clients and bring in new clients. Build a strong relationship with concerned parties. Manage and execute sales plan as set target.,21500.0,27500.0,45000.0,https://adecco.co.th/salary-guide/2019/00009/1#job-des,27500.0
246,Account Manager,In charge of specific accounts/group accounts related to each sales team & business functions.,-1,50000.0,75000.0,https://adecco.co.th/salary-guide/2019/00009/328#job-des,50000.0
247,Assistant Brand Manager,"Evaluate sales program costs versus budget allocation. Work with agencies/graphic artists in creating needed materials. Work with media as required to create communication plans. Coordinate printing and delivery of materials as needed. Manage program inventories. Support web initiatives as needed. Maintain forecast and tracking mechanisms for all programs and promotions. Coordinate all aspects of trade shows including:  literature, catalogs, product, giveaways, photography, etc.",-1,-1,50000.0,https://adecco.co.th/salary-guide/2019/00009/367#job-des,50000.0
248,Assistant Marketing Manager,Assist Marketing Manager in budget planning and SWOT analysis. Monitor product management.,-1,-1,57500.0,https://adecco.co.th/salary-guide/2019/00009/18#job-des,57500.0
249,AVP - Sales & Marketing,"Demonstrate ability to challenge, develop, and lead staff in pursuit of business plan objectives. Provide strategic input and assist in the development of the annual premium plan, department budget, and department business plan. Hold the Territory Managers accountable to report on marketplace intelligence. Facilitate agency reviews and oversee resulting actions. Create and oversee new business initiatives/programs and hold staff accountable for their success.",-1,-1,140000.0,https://adecco.co.th/salary-guide/2019/00009/358#job-des,140000.0
250,Brand Manager,"Hold ownership of the marketing plan for key brand(s). Take full responsible for brand's P&L in product development, advertising, research, etc.",-1,-1,75000.0,https://adecco.co.th/salary-guide/2019/00009/23#job-des,75000.0
251,Business Development Executive / Officer,"Develop and implement sales strategy, market mapping and market analytics. Building trust-based, sustainable client relationships.",22500.0,37500.0,65000.0,https://adecco.co.th/salary-guide/2019/00009/379#job-des,37500.0
252,Business Development Manager / Specialist,"Conduct market and technology research. Set strategies, analyze and develop distribution channels. Handle new service / channels development planning and management.",-1,55000.0,110000.0,https://adecco.co.th/salary-guide/2019/00009/282#job-des,55000.0
253,CRM Manager,Develop CRM strategy on brand communications and activities that drive positive relationships with customers. Build and manage CRM team as determined by CRM program.,-1,-1,70000.0,https://adecco.co.th/salary-guide/2019/00009/42#job-des,70000.0
254,CRM Officer / Executive,"Maintain contact with clients to ensure high levels of client satisfaction. Provide general information regarding company services. Actively follow up on queries and provide feedback to customers in a timely manner. Inform clients of any new products and promotions that company is offering. Demonstrate ability to interact and cooperate with all company employees. Build trust, value others and communicate effectively.",17500.0,22500.0,-1,https://adecco.co.th/salary-guide/2019/00009/398#job-des,22500.0
255,Digital Content Editor / Content Creator / Social Media Content Editor,"Prior experience as a copy editor or production editor within an online environment. Write copy and generate original ideas for content for email newsletters, websites, and social media sites. Solid understanding of IT technologies and some knowledge of Content Management Systems (CMS). Previous experience in using HTML and Photoshop and some knowledge of basic web development.",-1,25000.0,37500.0,https://adecco.co.th/salary-guide/2019/00009/228#job-des,25000.0
256,Digital Marketing Analyst,Conduct online marketing efforts and create articles and contents for clients. Develop and improve cmnpany's digital marketing strategy. Develop and maintain online presence and brand recognition on websites and landing pages.,-1,37500.0,57500.0,https://adecco.co.th/salary-guide/2019/00009/241#job-des,37500.0
257,Digital Marketing Manager,Oversee online marketing efforts and create articles and contents for clients. Manage online marketing team.,-1,40000.0,85000.0,https://adecco.co.th/salary-guide/2019/00009/242#job-des,40000.0
258,Editor,"Prepare, rewrite and edit copy to improve readability. Read copy or proof to detect and correct errors in spelling, punctuation, and syntax. Allocate print space for story text, photos and illustrations according to space parameters and copy significance, using knowledge of layout principles. Develop story or content ideas, considering reader or audience appeal. Oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements.",50000,70000.0,70000.0,https://adecco.co.th/salary-guide/2019/00009/412#job-des,70000.0
259,Event Manager,"Set, communicate and maintain timelines and priorities on every project. Communicate, maintain and develop client relationships. Manage supplier relationships. Manage operational and administrative functions to ensure specific projects are delivered efficiently. Provide leadership, motivation, direction and support to your team. Travel to on site inspections and project managing events. Control all project budgets from start to finish. Ensure excellent customer service and quality delivery.",-1,50000.0,65000.0,https://adecco.co.th/salary-guide/2019/00009/401#job-des,50000.0
260,Graphic Designer,"Create various types of art design for magazines, newspapers, advertising publications, marketing and promotional materials, signs, web pages, and much more. Most of the art is created through the use of computerized design programs, such as Adobe Suite.",-1,26500.0,40000.0,https://adecco.co.th/salary-guide/2019/00009/275#job-des,26500.0
261,Group Brand Manager,Responsible for overall brand management and profit & growth of the brand (more than 1 brand).,-1,-1,125000.0,https://adecco.co.th/salary-guide/2019/00009/76#job-des,125000.0
262,Head of Marketing,"Create marketing campaign, monitor marketing trend and control risk.",-1,-1,150000.0,https://adecco.co.th/salary-guide/2019/00009/81#job-des,150000.0
263,Key Account Executive,"Coordinate and provide direction for customer service initiatives and work closely with operation team and customers to deliver a consistent and a high level of customer service. Maintain and maximize the potential growth of existing key customers and respond to customer needs, enquires and address their concerns.",25000.0,37500.0,55000.0,https://adecco.co.th/salary-guide/2019/00009/340#job-des,37500.0
264,Management Trainee,Be empowered in cross-functional Project Management roles.  Work in a dynamic environment with high performance teams. Flawlessly execute high-impact game-changing projects.,22500.0,37500.0,-1,https://adecco.co.th/salary-guide/2019/00009/105#job-des,37500.0
265,Marketing Administrator,Perform administrative functions and provide support to related departments. Provide document support for related departments.,21500.0,37500.0,-1,https://adecco.co.th/salary-guide/2019/00009/343#job-des,37500.0
266,Marketing Coordinator / Assistant,"Assist, support and provide back up to Marketing Manager in terms of marketing, media and CRM and events, production and PR activities.",20000.0,25000.0,55000.0,https://adecco.co.th/salary-guide/2019/00009/106#job-des,25000.0
267,Marketing Director / VP,"Manage overall marketing functions, including strategic planning, corporate communications and business development. Develop, analyze, implement and measure strategic marketing plan, market potential and profitability. Create brand equity and ensure effective brand positioning, brand awareness, and product launching. Engage with product teams on the launch and lifecycle management of products including development of key deliverables. Work closely with top management.",-1,-1,150000.0,https://adecco.co.th/salary-guide/2019/00009/107#job-des,150000.0
268,Marketing Executive / Officer,"Create and execute marketing strategy. Conduct market survey and assist in updating information. Assist in creating marketing materials, coordinate among the specialist trainer and schedule for seminars. Develop brand awareness and communication. Support Technical and Sales Executive Team for seminars and PR events. Participate in marketing budget planning.",20000.0,30000.0,57500.0,https://adecco.co.th/salary-guide/2019/00009/108#job-des,30000.0
269,Marketing Manager,"Manage and initiate marketing strategies of products or services. Responsible for press relations, develop marketing campaigns and deliver meaningful messages and visions of the company to consumers.",-1,-1,115000.0,https://adecco.co.th/salary-guide/2019/00009/109#job-des,115000.0
270,Marketing Researcher / Analyst,Conduct market research using both qualitative and quantitative approaches. Responsible for analyzing market trends.,25000.0,30000.0,55000.0,https://adecco.co.th/salary-guide/2019/00009/111#job-des,30000.0
271,Media Planner,Create plans for advertising. Choose the most suitable media in placing advertisements for their clients. Buy media space and time and then sell advertising to individual companies or advertising agencies. Observe and comprehend market trends to gain insight to what motivates target customers. Gear toward maintaining the latest trends for existing and potential customers.,-1,35000.0,60000.0,https://adecco.co.th/salary-guide/2019/00009/391#job-des,35000.0
272,Product Executive / Manager (Technical Sales & Marketing),"Responsible for planning, strategic marketing, implementation of activities and budget allocation for products.",-1,50000.0,75000.0,https://adecco.co.th/salary-guide/2019/00009/132#job-des,50000.0
273,Product Manager,"Responsible for product planning and execution throughout the product lifecycle, including gathering and prioritizing product and customer requirements, and defining product vision.  Work closely with engineering, sales, marketing teams to ensure revenue and customer satisfaction goals are met.",-1,47500.0,85000.0,https://adecco.co.th/salary-guide/2019/00009/307#job-des,47500.0
274,Project Manager,"Oversee projects and in charge of budgets controlling, work plans and all project management procedures.",-1,-1,70000.0,https://adecco.co.th/salary-guide/2019/00009/139#job-des,70000.0
275,Public Relations / Corporate Communications Executive,"Execute communication activities, assist Public Relations and/or Corporate Communications Manager in implementing general PR, communication activities and PR events.",25000.0,40000.0,70000.0,https://adecco.co.th/salary-guide/2019/00009/141#job-des,40000.0
276,Public Relations / Corporate Communications Manager,"Oversee marketing communications activities, including advertising, promotion for brand and company's image through various sources of media channels to align with business direction and brand's marketing strategies. Coordinate with PR events and activities.",-1,-1,115000.0,https://adecco.co.th/salary-guide/2019/00009/140#job-des,115000.0
277,Relationship Manager,Expand business towards prospects and existing clients and prepare credit proposals. Develop and execute marketing plans.,-1,50000.0,-1,https://adecco.co.th/salary-guide/2019/00009/158#job-des,50000.0
278,Research & Development Manager,"Manage and supervise team to conduct research and develop new products or improve existing products.  Oversee information gathering, analysis, experiment, trail, and test runs.",-1,-1,57500.0,https://adecco.co.th/salary-guide/2019/00009/231#job-des,57500.0
279,Research & Development Officer,"Conduct research and develop new products or improve existing products.  Perform information gathering, analysis, experiment, trail, and test runs.",-1,-1,95000.0,https://adecco.co.th/salary-guide/2019/00009/230#job-des,95000.0
280,Retail Manager,"Oversee the operations of a retail store and manage retail staff. Duties include motivating sales teams, ensuring target revenues are met or exceeded and striving for smooth daily operations within the store.  Ensure that proper training is provided to retail staff so that they are qualified and equipped to perform the job.  Promote a high-morale work environment to encourage them to produce more and help business succeed.",-1,-1,130000.0,https://adecco.co.th/salary-guide/2019/00009/399#job-des,130000.0
281,Sales & Marketing Manager,"Train and supervise sales staff as well as establish territories and goals for sales teams. Review the market, help them to determine customer needs, sales volume potential and pricing schedules that will help them acheive company set goals.",-1,-1,105000.0,https://adecco.co.th/salary-guide/2019/00009/163#job-des,105000.0
282,Senior Marketing Officer,Control and manage Marketing team. Responsible for marketing activities that benefit company & its brands.,-1,-1,45000.0,https://adecco.co.th/salary-guide/2019/00009/187#job-des,45000.0
283,Senior Product Manager,"In charge of strategic marketing planning, activities implementation and budget allocation for the assigned products.",-1,-1,100000.0,https://adecco.co.th/salary-guide/2019/00009/194#job-des,100000.0
284,Trade Marketing Executive,"Assist in all trade events, launches and business briefings. Work closely with commercial teams at all levels to understand the needs of sales teams, and ensure they are equipped with the strongest information. Work with internal design team to produce creatives required for trade marketing. Collate and maintain an accurate contact list. Measure the success of trade activity and make recommendations for future activity.",-1,30000.0,37500.0,https://adecco.co.th/salary-guide/2019/00009/402#job-des,30000.0
285,Trade Marketing Manager,"In charge of developing and implementation of channels plans, category management, promotional planning, execution and evaluation. Develop launch activities and trade presentation.",-1,-1,70000.0,https://adecco.co.th/salary-guide/2019/00009/224#job-des,70000.0
286,Training Manager,"Identify training needs, plan and organize internal and external training programs. Organize training plan and budget. Responsible for training activities, for both soft skills and technical skills.",-1,-1,65000.0,https://adecco.co.th/salary-guide/2019/00009/226#job-des,65000.0
287,Assistant Purchasing Manager,Provide technical support to the purchasing process. Assign department staff with specific responsibility for processing bid and purchasing related documents and materials. Respond to related inquiries and maintain vendor/source information and inventories.,-1,37500.0,55000.0,https://adecco.co.th/salary-guide/2019/00010/19#job-des,37500.0
288,Import Officer,In charge of shipments and import documentations. Ensure the maximization of storage space capacity and coordinate schedules with warehouse team. Build and maintain good relationships with customers.  Manage staff and work coordinately with other teams. Manage the shipping schedule and work with shipping coordinators. Ensure export compliance and minimize risk.  Come up with risk assessment measurement.,24000.0,37500.0,-1,https://adecco.co.th/salary-guide/2019/00010/296#job-des,37500.0
289,Merchandiser,Set policies for the assigned areas. Forecast sales for the forthcoming budget period and estimate consumer demand and the impact of changes in the retail environment. Guide and train buyers on how to use the product as and when necessary.  Build trust and enhance effectiveness on the part of the buyer. Assess both merchandise and buyer’s performance.,-1,30000.0,45000.0,https://adecco.co.th/salary-guide/2019/00010/373#job-des,30000.0
290,Planning Executive/ Officer,"Support management in strategic planning activities, strategy development, major decision-making, business reviews and operational reporting.",24000.0,37500.0,52500.0,https://adecco.co.th/salary-guide/2019/00010/375#job-des,37500.0
291,Planning Manager,"Promote the planning ethos. Liaise directly with the Regional Operational & Commercial Directors. Work with the Head of Planning and other Planning Managers Forum to standardize and improve the Planning Function within the business. Assess the contract planning resource required at regional level to support delivery of the business targets set by the Board. Promote and improve Planning Standards at business, regional and project level.",-1,-1,90000.0,https://adecco.co.th/salary-guide/2019/00010/376#job-des,90000.0
292,Procurement Analyst,"Evaluate vendors performance, based on price, quality and delivery dependability. Perform procurement related activities of material, supplies, equipment, properties and services. Work coordinately with the finance department to help develop and stay within the budget. Analyze and study sales records, inventory levels and replenishment cycles. Follow the organization's goals, policies and procedures when making purchases. Conduct research and negotiate prices.  Develop and maintain positive relationships with vendors. ",-1,45000.0,75000.0,https://adecco.co.th/salary-guide/2019/00010/372#job-des,45000.0
293,Procurement Officer,"Monitor contractor performance and recommend contract modifications when necessary. Compare prices, specifications, and delivery dates in order to determine the best bid among potential suppliers. Responsible for all of the goods and services that are purchased by a company.  Source vendors, negotiate contracts and ensure prompt delivery.",-1,30000.0,-1,https://adecco.co.th/salary-guide/2019/00010/130#job-des,30000.0
294,Production Planner,"In charge of production planning, scheduling and material control. Ensure the availability of materials to meet production processing plans.",24000.0,32500.0,60000.0,https://adecco.co.th/salary-guide/2019/00010/274#job-des,32500.0
295,Project Manager,"Oversee projects and in charge of budgets controlling, work plans and all project management procedures.",-1,135000.0,150000.0,https://adecco.co.th/salary-guide/2019/00010/139#job-des,135000.0
296,Purchasing / Buyer / Procurement Engineer,"Source and create suppliers list with competitive price, quality, service and delivery dependability. Manage procurement of raw materials to be in line with production process.",24000.0,35000.0,60000.0,https://adecco.co.th/salary-guide/2019/00010/142#job-des,35000.0
297,Purchasing Director (MNC),Create and implement a strategic procurement vision which will add value across the business and generate bottom line savings.,-1,-1,135000.0,https://adecco.co.th/salary-guide/2019/00010/143#job-des,135000.0
298,Purchasing Executive,"Monitor contractor's performance and recommend contract modifications when necessary. Compare prices, specifications, and delivery dates in order to determine the best bid among potential suppliers. Responsible for all of the goods and services that are purchased by a company. Source vendors, negotiate contracts, and ensures prompt delivery.",-1,22500.0,-1,https://adecco.co.th/salary-guide/2019/00010/145#job-des,22500.0
299,Purchasing Manager (MNC),Conduct and manage the operations of company's several divisions' procurement activities in a relatively large organization.,-1,-1,135000.0,https://adecco.co.th/salary-guide/2019/00010/147#job-des,135000.0
300,Purchasing Manager / Plant Buyer,Oversee and manage the operations of procurement activities. Select and create suppliers list for the supply of resources required by Production at the lowest overall cost. Constantly monitor and set objectives to improve the performance and cost effectiveness.,-1,-1,100000.0,https://adecco.co.th/salary-guide/2019/00010/148#job-des,100000.0
301,Purchasing Officer,"Prepare Purchase Orders and liaise between suppliers and related departments. Perform buying duties when necessary. Review Requisition Orders in order to verify accuracy, terminology and specifications. Prepare, maintain and review purchasing files, reports and price lists. Handle other related tasks or clerical duties as assigned.",17500.0,27500.0,37500.0,https://adecco.co.th/salary-guide/2019/00010/149#job-des,27500.0
302,Senior Buyer,"Ensure procurement of raw material meets production requirements. In charge of effective productivity planning, suppliers analysis and service improvements.",-1,42500.0,60000.0,https://adecco.co.th/salary-guide/2019/00010/180#job-des,42500.0
303,Senior Merchandiser,"Deliver effective stock management and manage the team resources. Ensure KPIs are achieved and costs are in line with budget & Supply Chain plans. Produce category sales and margin forecasts. Liaise with external suppliers and the Trading team. Improve stock turnover for the whole category. Regularly carry out store, competitor and supplier visits. Review and monitor range plans regularly with buyer to reflect changing sales / trends. ",-1,-1,50000.0,https://adecco.co.th/salary-guide/2019/00010/374#job-des,50000.0
304,Senior Procurement Officer,Conduct and manage the operations of procurement activities.  Select and create suppliers list for the supply of resources required by Production at the lowest overall cost. Constantly monitor and set objectives to improve the performance and cost effectiveness.,-1,-1,55000.0,https://adecco.co.th/salary-guide/2019/00010/193#job-des,55000.0
305,Senior Purchasing,"Monitor contractor performance and recommend contract modifications when necessary. Compare prices, specifications and delivery dates in order to determine the best bid among potential suppliers.",-1,-1,55000.0,https://adecco.co.th/salary-guide/2019/00010/197#job-des,55000.0
306,Account Director,"Responsible for growth, management, retention, and satisfaction of a portfolio of key accounts. Demonstrate marketing ability to lead clients strategically and tactically. Provide engagement leadership and develop strong relationships with key client contacts. Motivate, lead, and manage internal teams to develop and manage interactive marketing programs that meet clients’ business objectives.",-1,-1,140000.0,https://adecco.co.th/salary-guide/2019/00012/247#job-des,140000.0
307,Account Executive,Maintain existing clients and bring in new clients. Build a strong relationship with concerned parties. Manage and execute sales plan as set target.,-1,32500.0,52500.0,https://adecco.co.th/salary-guide/2019/00012/1#job-des,32500.0
308,Account Manager,In charge of specific accounts/group accounts related to each sales team & business functions.,-1,50000.0,75000.0,https://adecco.co.th/salary-guide/2019/00012/328#job-des,50000.0
309,Assistant Branch Manager,"Supervise day to day operations of the branch.  Assign work and direct staff to ensure an adequate service is provided to members at all times. Support quality/service and sales activities, including marketing input, sales results, quality and service .",-1,70000.0,115000.0,https://adecco.co.th/salary-guide/2019/00012/368#job-des,70000.0
310,Assistant Sales Manager,Develop and implement sales strategies.  Provide close supervision of team to achieve sales targets. Monitor target in terms of annual sales figures and provide support by boosting your sales team confidence and motivation.,-1,-1,65000.0,https://adecco.co.th/salary-guide/2019/00012/280#job-des,65000.0
311,Branch Manager,Monitor branch operations and staff performance. Set and manage branch targets.,-1,55000.0,67500.0,https://adecco.co.th/salary-guide/2019/00012/22#job-des,55000.0
312,Business Development Executive / Officer,"Develop and implement sales strategy, market mapping and market analytics. Building trust-based, sustainable client relationships.",22500.0,37500.0,65000.0,https://adecco.co.th/salary-guide/2019/00012/379#job-des,37500.0
313,Business Development Manager / Specialist,"Conduct market and technology research. Set strategies, analyze and develop distribution channels. Handle new service / channels development planning and management.",-1,55000.0,110000.0,https://adecco.co.th/salary-guide/2019/00012/282#job-des,55000.0
314,Customer Service Executive  (Coordinator / Order Administrator),"Assist Department Manager in customer service functions, including receiving and processing sales orders, delivery tracking and monitoring, communicating and updating customers, preparing job orders, coordinating with operations departments, preparing reports, handling complaints and dealing with related documentation tasks.",25000.0,42500.0,-1,https://adecco.co.th/salary-guide/2019/00012/48#job-des,42500.0
315,Key Account Executive,"Coordinate and provide direction for customer service initiatives and work closely with operation team and customers to deliver a consistent and a high level of customer service. Maintain and maximize the potential growth of existing key customers and respond to customer needs, enquires and address their concerns.",-1,40000.0,60000.0,https://adecco.co.th/salary-guide/2019/00012/340#job-des,40000.0
316,Key Account Manager,"Responsible for sales target. Develop account plans, trade terms and promotional activities.",-1,-1,125000.0,https://adecco.co.th/salary-guide/2019/00012/99#job-des,125000.0
317,National Sales Manager / Sales Director / VP,Responsible for company's national sales target. Operate and monitor sales team (country level). Set up strategies and directions for business development plans.,-1,-1,250000.0,https://adecco.co.th/salary-guide/2019/00012/116#job-des,250000.0
318,Operations Manager,Manage and supervise operations team to achieve company’s objectives. Manage projects to improve or expand project to increase process capability and efficiency. Coordinate with other functions in any related activities.,-1,75000.0,80000.0,https://adecco.co.th/salary-guide/2019/00012/255#job-des,75000.0
319,Pre-Sales Consultant,Assist sales team by providing technical support and demonstrating products in order to deliver the best solutions to clients.,50000,50000,60000.0,https://adecco.co.th/salary-guide/2019/00012/128#job-des,50000
320,Product Manager,"Responsible for product planning and execution throughout the product lifecycle, including gathering and prioritizing product and customer requirements, and defining product vision.  Work closely with engineering, sales, marketing teams to ensure revenue and customer satisfaction goals are met.",-1,-1,87500.0,https://adecco.co.th/salary-guide/2019/00012/307#job-des,87500.0
321,Regional Sales Manager,"Provide regional sales information and recommendations for strategic plannings and reviews.  Prepare and complete action plans. Oversee and implement production, productivity, quality, and customer-service standards, resolve problems, complete audits, identify trends, determine regional sales system improvements and  implement change.",-1,-1,125000.0,https://adecco.co.th/salary-guide/2019/00012/156#job-des,125000.0
322,Sales & Marketing Executive,"Manage organization's sales and marketing activities. Plan, coordinate and implement marketing programs to identify and acquire new customers. Ensure that sales and marketing objectives align with overall company goals. Work with major customer accounts and oversee the creation of sales collateral. Build and maintain relationships with outside vendors, partners and distributors.",-1,42500.0,65000.0,https://adecco.co.th/salary-guide/2019/00012/387#job-des,42500.0
323,Sales & Marketing Manager,"Train and supervise sales staff as well as establish territories and goals for sales teams. Review the market, help them to determine customer needs, sales volume potential and pricing schedules that will help them acheive company set goals.",-1,-1,105000.0,https://adecco.co.th/salary-guide/2019/00012/163#job-des,105000.0
324,Sales Administrative Assistant,Provide administrative support to Sales department and work coordinately with clients and other related departments.,-1,65000.0,-1,https://adecco.co.th/salary-guide/2019/00012/165#job-des,65000.0
325,Sales Administrator / Sales Support,Handle all documentation and paperwork. Liaise and coordinate with production and related departments. Support sales for any administrative related function.,20000.0,30000.0,35000.0,https://adecco.co.th/salary-guide/2019/00012/164#job-des,30000.0
326,Sales Coordinator (General),Provide support to Sales team. Handle related document and process sales orders on a daily basis. Work coordinately with clients during sales process. Prepare sales reports related to stock provision and stock reconciliations.,20500.0,37500.0,-1,https://adecco.co.th/salary-guide/2019/00012/168#job-des,37500.0
327,Sales Coordinator (Technical),Provide support to Sales team. Handle related document and process sales orders on a daily basis. Work coordinately with clients during sales process. Prepare sales reports related to stock provision and stock reconciliations.,55000.0,90000.0,-1,https://adecco.co.th/salary-guide/2019/00012/322#job-des,90000.0
328,Sales Director,Manage overall sales channels and ensure the achievement of the defined sales targets and revenue. Analyze sales strategy and conduct marketing opportunity analysis to determine business growth.,-1,-1,185000.0,https://adecco.co.th/salary-guide/2019/00012/169#job-des,185000.0
329,Sales Engineer,Demonstrate usefulness of products or services to customers. Seek new customers and maintain good relationships with existing customers.,21500.0,37500.0,65000.0,https://adecco.co.th/salary-guide/2019/00012/170#job-des,37500.0
330,Sales Executive / Officer,Initiate and establish new accounts and maintain good relationships with existing customers with high level of customer satisfaction. Provide support for all sales processes. Coordinate and follow up with relevant parties to ensure that sales objectives and targets are achieved.,20000.0,32500.0,40000.0,https://adecco.co.th/salary-guide/2019/00012/171#job-des,32500.0
331,Sales IT,"Get involved in supporting pre-sales activities by giving detailed information about technical specifications and the ways in which they could meet customer needs, including demonstrate product's features before selling. Provide technical support, which follows the sales, may include problems solving or maximizing the use of software features, as well as advising on appropriate user training.",-1,-1,45000.0,https://adecco.co.th/salary-guide/2019/00012/269#job-des,45000.0
332,Sales Manager,"Achieve sales over target. Responsible for product selling. Implement field force strategic planner, targets and schemes for incentive setting and Business environment training.  Work coordinately with Marketing team to implement the marketing program.",-1,-1,110000.0,https://adecco.co.th/salary-guide/2019/00012/172#job-des,110000.0
333,Sales Manager (IT),Achieve sales over target.  Responsible for product selling.  Implement field force strategic planner and Business environment training. Work coordinately with Marketing team to implement the marketing programs.,-1,85000.0,110000.0,https://adecco.co.th/salary-guide/2019/00012/324#job-des,85000.0
334,Sales Manager (Technical),"Achieve sales over target. Responsible for product selling.  Implement field force strategic planner, targets and schemes for incentive setting and Business environment training.  Work coordinately with marketing team to implement the marketing program.",-1,-1,105000.0,https://adecco.co.th/salary-guide/2019/00012/323#job-des,105000.0
335,Sales Operations Executive,"Oversee and supervise the functioning of all the departments. Lead and supervise sales projects. Evaluate company's revenue-model and strategize new plans to improve sales. Be in sync with the market movements and emerging trends and devise company plans accordingly. Timely review company data, reports and other key developments.",30000.0,40000.0,-1,https://adecco.co.th/salary-guide/2019/00012/386#job-des,40000.0
336,Sales Operations Manager,"Provide sales operation consultation to team. Create channel service strategy. Develop, collect, analyze sales through data and metrics. Develop systems to audit selling procedure.",-1,-1,135000.0,https://adecco.co.th/salary-guide/2019/00012/174#job-des,135000.0
337,Senior Sales Engineer,"Establish and sell products to new accounts within assigned markets/territory.  Prepare and review proposals, tenders, quotations to prospective customers.  Negotiate with customers within the specified guidelines.",-1,40000.0,77500.0,https://adecco.co.th/salary-guide/2019/00012/200#job-des,40000.0
338,Senior Sales Executive,"Explore, identify and develop business opportunities. Build up market strategies to achieve corporate goals and objectives. Work coordinately with business partners on business related information, including needs analysis, product information and technical specifications.  Develop and implement sales strategies and plans.  Build and maintain good relationships with business partners.  Need to travel upcountry occasionally.",-1,30000.0,80000.0,https://adecco.co.th/salary-guide/2019/00012/201#job-des,30000.0
339,Senior Sales Manager,Develop and execute sales and marketing strategy and planning. Gather and analyze market information to expand business opportunity. Ensure budget and target are met.,-1,-1,130000.0,https://adecco.co.th/salary-guide/2019/00012/202#job-des,130000.0
340,Store / Shop Manager,Oversee sales related matters. Recruit and train staff. Maintain Health and Safety in workplace. Set and manage security policies. Propose and implement promotions and special offers. Develop marketing strategies and do merchandising. Maintain the budgets and expenditure. Keep abreast of stocks and merchandise levels.,-1,50000.0,-1,https://adecco.co.th/salary-guide/2019/00012/364#job-des,50000.0
341,Store / Shop Staff,"Assist customers in an enthusiastic and courteous manner. Advise and assist customers with their choices of product for themselves and for gifts. Accurately complete sales using POS system according to established procedures. Stock and clean shop floor for the best sales appearance and ease of use for the customer. Assist with merchandising efforts, displays, and floor moves as needed. Assist with community/marketing events. Maintain a clean and safe workplace. ",21500.0,30000.0,-1,https://adecco.co.th/salary-guide/2019/00012/369#job-des,30000.0
342,Technical Consultant,"Understand technical aspects of all products and solutions of the company. Design, deploy and perform on-going administration and troubleshooting of the systems.",60000.0,110000.0,-1,https://adecco.co.th/salary-guide/2019/00012/221#job-des,110000.0
343,Telesales / Telemarketers,Present product information to prospects and existing clients via telephone. Contact / approach clients to increase sales and close deals.,-1,27500.0,37500.0,https://adecco.co.th/salary-guide/2019/00012/222#job-des,27500.0
344,VP - Sales & Marketing,"Develop and coordinate sales selling cycle and methodology. Direct and oversee company marketing function to identify and develop new customers for products and services. Conduct research and develop strategies and plans which identify marketing opportunities, direct marketing, and new project development. Analyze and evaluate the effectiveness of sales, methods, costs, and results. Supervise the planning and development of company marketing and communications materials. ",-1,-1,225000.0,https://adecco.co.th/salary-guide/2019/00012/355#job-des,225000.0
345,Customs Clearance Manager,"Utilize knowledge of EDI and eBXML (Paperless system), and HS tariff Code. Understand all kinds of customs formalities, such as BOI, EPZ. Understand Harmonization codes.",-1,-1,65000.0,https://adecco.co.th/salary-guide/2019/00013/43#job-des,65000.0
346,Customs Officer,Perform Customs Clearance duties and deal with related government agencies.,21500.0,30000.0,-1,https://adecco.co.th/salary-guide/2019/00013/44#job-des,30000.0
347,Export Officer,"Prepare B/L, AWB, PI, PL. Coordinate with customers for shipments.",20000.0,26500.0,-1,https://adecco.co.th/salary-guide/2019/00013/66#job-des,26500.0
348,Import & Export Officer / Coordinator,"Responsible for import & export procedures and coordinate between internal production, shipping agents and customers for documents and delivery.",21500.0,30000.0,-1,https://adecco.co.th/salary-guide/2019/00013/88#job-des,30000.0
349,Import Manager,"Supervise import employees. Manage the import of goods from other countries. Arrange transport and ensure items are shipped by the most expedient and cost-effective methods. Communicate with clients, Customs agents and transportation companies to ensure the shipments deliver in a timely manner and in good physical condition.",-1,-1,60000.0,https://adecco.co.th/salary-guide/2019/00013/377#job-des,60000.0
350,Import Officer,In charge of shipments and import documentations. Ensure the maximization of storage space capacity and coordinate schedules with warehouse team. Build and maintain good relationships with customers.  Manage staff and work coordinately with other teams. Manage the shipping schedule and work with shipping coordinators. Ensure export compliance and minimize risk.  Come up with risk assessment measurement.,20000.0,31500.0,-1,https://adecco.co.th/salary-guide/2019/00013/296#job-des,31500.0
351,Logistic / Supply Chain & Warehouse Manager (Manufacturing),Manage and control inventory to ensure production continuity and materials do not run out of stock. Inspect material received and report any issue.  In charge of inventory control of all warehouse stock and verify all document related to warehouse stock system.,-1,-1,72500.0,https://adecco.co.th/salary-guide/2019/00013/299#job-des,72500.0
352,Logistic Manager,Control and manage Logistics team.,-1,-1,95000.0,https://adecco.co.th/salary-guide/2019/00013/100#job-des,95000.0
